trip_id,arrival_time,departure_time,stop_id,stop_sequence
WD010901,07:41:28,07:42:08,112_1,12
WD010901,07:43:57,07:44:37,113_1,13
WD010901,07:46:55,07:47:35,114_1,14
WD010901,07:49:04,07:49:44,115_1,15
WD010901,07:52:34,07:53:14,116_1,16
WD010901,07:55:08,07:59:50,117_1,17
WD860902,07:55:08,07:59:50,117_1,1
WD860902,08:02:05,08:02:45,116_2,2
WD860902,08:05:27,08:06:07,115_2,3
WD860902,08:07:37,08:08:17,114_2,4
WD860902,08:10:42,08:11:22,113_2,5
WD860902,08:13:06,08:13:46,112_2,6
WD860902,08:15:27,08:16:07,111_2,7
WD860902,08:18:24,08:19:04,110_2,8
WD860902,08:20:37,08:21:17,109_2,9
WD860902,08:22:52,08:23:32,108_2,10
WD860902,08:25:59,08:26:39,107_2,11
WD860902,08:28:06,08:28:46,106_2,12
WD860902,08:30:11,08:30:51,105_2,13
WD860902,08:33:56,08:34:36,104_3,14
WD860902,08:36:50,08:37:30,103_2,15
WD860902,08:38:52,08:39:32,102_2,16
WD860902,08:42:12,08:46:12,101_1,17
WD010903,08:42:12,08:46:12,101_1,1
WD010903,08:48:28,08:49:08,102_1,2
WD010903,08:50:29,08:51:09,103_1,3
WD010903,08:53:03,08:53:43,104_1,4
WD010903,08:56:08,08:56:48,105_1,5
WD010903,08:58:10,08:58:50,106_1,6
WD010903,09:00:18,09:00:58,107_1,7
WD010903,09:03:39,09:04:19,108_1,8
WD010903,09:05:44,09:06:24,109_1,9
WD010903,09:07:50,09:08:30,110_1,10
WD010903,09:10:48,09:11:28,111_1,11
WD010903,09:13:28,09:14:08,112_1,12
WD010903,09:15:57,09:16:37,113_1,13
WD010903,09:18:55,09:19:35,114_1,14
WD010903,09:21:04,09:21:44,115_1,15
WD010903,09:24:34,09:25:14,116_1,16
WD010903,09:27:08,09:29:50,117_1,17
WD860904,09:27:08,09:29:50,117_1,1
WD860904,09:32:05,09:32:45,116_2,2
WD860904,09:35:27,09:36:07,115_2,3
WD860904,09:37:37,09:38:17,114_2,4
WD860904,09:40:42,09:41:22,113_2,5
WD860904,09:43:06,09:43:46,112_2,6
WD860904,09:45:27,09:46:07,111_2,7
WD860904,09:48:24,09:49:04,110_2,8
WD860904,09:50:37,09:51:17,109_2,9
WD860904,09:52:52,09:53:32,108_2,10
WD860904,09:55:59,09:56:39,107_2,11
WD860904,09:58:06,09:58:46,106_2,12
WD860904,10:00:11,10:00:51,105_2,13
WD860904,10:03:56,10:04:36,104_3,14
WD860904,10:06:50,10:07:30,103_2,15
WD860904,10:08:52,10:09:32,102_2,16
WD860904,10:12:12,10:16:12,101_1,17
WD010905,10:12:12,10:16:12,101_1,1
WD010905,10:18:28,10:19:08,102_1,2
WD010905,10:20:29,10:21:09,103_1,3
WD010905,10:23:03,10:23:43,104_1,4
WD010905,10:26:08,10:26:48,105_1,5
WD010905,10:28:10,10:28:50,106_1,6
WD010905,10:30:18,10:30:58,107_1,7
WD010905,10:33:39,10:34:19,108_1,8
WD010905,10:35:44,10:36:24,109_1,9
WD010905,10:37:50,10:38:30,110_1,10
WD010905,10:40:48,10:41:28,111_1,11
WD010905,10:43:28,10:44:08,112_1,12
WD010905,10:45:57,10:46:37,113_1,13
WD010905,10:48:55,10:49:35,114_1,14
WD010905,10:51:04,10:51:44,115_1,15
WD010905,10:54:34,10:55:14,116_1,16
WD010905,10:57:08,10:59:50,117_1,17
WD860906,10:57:08,10:59:50,117_1,1
WD860906,11:02:05,11:02:45,116_2,2
WD860906,11:05:27,11:06:07,115_2,3
WD860906,11:07:37,11:08:17,114_2,4
WD860906,11:10:42,11:11:22,113_2,5
WD860906,11:13:06,11:13:46,112_2,6
WD860906,11:15:27,11:16:07,111_2,7
WD860906,11:18:24,11:19:04,110_2,8
WD860906,11:20:37,11:21:17,109_2,9
WD860906,11:22:52,11:23:32,108_2,10
WD860906,11:25:59,11:26:39,107_2,11
WD860906,11:28:06,11:28:46,106_2,12
WD860906,11:30:11,11:30:51,105_2,13
WD860906,11:33:56,11:34:36,104_3,14
WD860906,11:36:50,11:37:30,103_2,15
WD860906,11:38:52,11:39:32,102_2,16
WD860906,11:42:12,11:44:12,101_1,17
WD010907,11:42:12,11:44:12,101_1,1
WD010907,11:46:28,11:47:08,102_1,2
WD010907,11:48:29,11:49:09,103_1,3
WD010907,11:51:03,11:51:43,104_1,4
WD010907,11:54:08,11:54:48,105_1,5
WD010907,11:56:10,11:56:50,106_1,6
WD010907,11:58:18,11:58:58,107_1,7
WD010907,12:01:39,12:02:19,108_1,8
WD010907,12:03:44,12:04:24,109_1,9
WD010907,12:05:50,12:06:30,110_1,10
WD010907,12:08:48,12:09:28,111_1,11
WD010907,12:11:28,12:12:08,112_1,12
WD010907,12:13:57,12:14:37,113_1,13
WD010907,12:16:55,12:17:35,114_1,14
WD010907,12:19:04,12:19:44,115_1,15
WD010907,12:22:34,12:23:14,116_1,16
WD010907,12:25:08,12:29:50,117_1,17
WD860908,12:25:08,12:29:50,117_1,1
WD860908,12:32:05,12:32:45,116_2,2
WD860908,12:35:27,12:36:07,115_2,3
WD860908,12:37:37,12:38:17,114_2,4
WD860908,12:40:42,12:41:22,113_2,5
WD860908,12:43:06,12:43:46,112_2,6
WD860908,12:45:27,12:46:07,111_2,7
WD860908,12:48:24,12:49:04,110_2,8
WD860908,12:50:37,12:51:17,109_2,9
WD860908,12:52:52,12:53:32,108_2,10
WD860908,12:55:59,12:56:39,107_2,11
WD860908,12:58:06,12:58:46,106_2,12
WD860908,13:00:11,13:00:51,105_2,13
WD860908,13:03:56,13:04:36,104_3,14
WD860908,13:06:50,13:07:30,103_2,15
WD860908,13:08:52,13:09:32,102_2,16
WD860908,13:12:12,13:14:12,101_1,17
WD010909,13:12:12,13:14:12,101_1,1
WD010909,13:16:28,13:17:08,102_1,2
WD010909,13:18:29,13:19:09,103_1,3
WD010909,13:21:03,13:21:43,104_1,4
WD010909,13:24:08,13:24:48,105_1,5
WD010909,13:26:10,13:26:50,106_1,6
WD010909,13:28:18,13:28:58,107_1,7
WD010909,13:31:39,13:32:19,108_1,8
WD010909,13:33:44,13:34:24,109_1,9
WD010909,13:35:50,13:36:30,110_1,10
WD010909,13:38:48,13:39:28,111_1,11
WD010909,13:41:28,13:42:08,112_1,12
WD010909,13:43:57,13:44:37,113_1,13
WD010909,13:46:55,13:47:35,114_1,14
WD010909,13:49:04,13:49:44,115_1,15
WD010909,13:52:34,13:53:14,116_1,16
WD010909,13:55:08,13:59:50,117_1,17
WD860910,13:55:08,13:59:50,117_1,1
WD860910,14:02:05,14:02:45,116_2,2
WD860910,14:05:27,14:06:07,115_2,3
WD860910,14:07:37,14:08:17,114_2,4
WD860910,14:10:42,14:11:22,113_2,5
WD860910,14:13:06,14:13:46,112_2,6
WD860910,14:15:27,14:16:07,111_2,7
WD860910,14:18:24,14:19:04,110_2,8
WD860910,14:20:37,14:21:17,109_2,9
WD860910,14:22:52,14:23:32,108_2,10
WD860910,14:25:59,14:26:39,107_2,11
WD860910,14:28:06,14:28:46,106_2,12
WD860910,14:30:11,14:30:51,105_2,13
WD860910,14:33:56,14:34:36,104_3,14
WD860910,14:36:50,14:37:30,103_2,15
WD860910,14:38:52,14:39:32,102_2,16
WD860910,14:42:12,14:44:12,101_1,17
WD010911,14:42:12,14:44:12,101_1,1
WD010911,14:46:28,14:47:08,102_1,2
WD010911,14:48:29,14:49:09,103_1,3
WD010911,14:51:03,14:51:43,104_1,4
WD010911,14:54:08,14:54:48,105_1,5
WD010911,14:56:10,14:56:50,106_1,6
WD010911,14:58:18,14:58:58,107_1,7
WD010911,15:01:39,15:02:19,108_1,8
WD010911,15:03:44,15:04:24,109_1,9
WD010911,15:05:50,15:06:30,110_1,10
WD010911,15:08:48,15:09:28,111_1,11
WD010911,15:11:28,15:12:08,112_1,12
WD010911,15:13:57,15:14:37,113_1,13
WD010911,15:16:55,15:17:35,114_1,14
WD010911,15:19:04,15:19:44,115_1,15
WD010911,15:22:34,15:23:14,116_1,16
WD010911,15:25:08,15:29:50,117_1,17
WD860912,15:25:08,15:29:50,117_1,1
WD860912,15:32:05,15:32:45,116_2,2
WD860912,15:35:27,15:36:07,115_2,3
WD860912,15:37:37,15:38:17,114_2,4
WD860912,15:40:42,15:41:22,113_2,5
WD860912,15:43:06,15:43:46,112_2,6
WD860912,15:45:27,15:46:07,111_2,7
WD860912,15:48:24,15:49:04,110_2,8
WD860912,15:50:37,15:51:17,109_2,9
WD860912,15:52:52,15:53:32,108_2,10
WD860912,15:55:59,15:56:39,107_2,11
WD860912,15:58:06,15:58:46,106_2,12
WD860912,16:00:11,16:00:51,105_2,13
WD860912,16:03:56,16:04:36,104_3,14
WD860912,16:06:50,16:07:30,103_2,15
WD860912,16:08:52,16:09:32,102_2,16
WD860912,16:12:12,16:14:12,101_1,17
WD010913,16:12:12,16:14:12,101_1,1
WD010913,16:16:28,16:17:08,102_1,2
WD010913,16:18:29,16:19:09,103_1,3
WD010913,16:21:03,16:21:43,104_1,4
WD010913,16:24:08,16:24:48,105_1,5
WD010913,16:26:10,16:26:50,106_1,6
WD010913,16:28:18,16:28:58,107_1,7
WD010913,16:31:39,16:32:19,108_1,8
WD010913,16:33:44,16:34:24,109_1,9
WD010913,16:35:50,16:36:30,110_1,10
WD010913,16:38:48,16:39:28,111_1,11
WD010913,16:41:28,16:42:08,112_1,12
WD010913,16:43:57,16:44:37,113_1,13
WD010913,16:46:55,16:47:35,114_1,14
WD010913,16:49:04,16:49:44,115_1,15
WD010913,16:52:34,16:53:14,116_1,16
WD010913,16:55:08,17:04:50,117_1,17
WD860914,16:55:08,17:04:50,117_1,1
WD860914,17:08:12,17:08:52,116_2,2
WD860914,17:10:48,17:11:28,115_2,3
WD860914,17:12:37,17:13:17,114_2,4
WD860914,17:15:42,17:16:22,113_2,5
WD860914,17:18:06,17:18:46,112_2,6
WD860914,17:20:27,17:21:07,111_2,7
WD860914,17:23:24,17:24:04,110_2,8
WD860914,17:25:37,17:26:17,109_2,9
WD860914,17:27:52,17:28:32,108_2,10
WD860914,17:30:59,17:31:39,107_2,11
WD860914,17:33:06,17:33:46,106_2,12
WD860914,17:35:11,17:35:51,105_2,13
WD860914,17:38:56,17:39:36,104_3,14
WD860914,17:41:50,17:42:30,103_2,15
WD860914,17:43:52,17:44:32,102_2,16
WD860914,17:47:12,17:51:12,101_1,17
WD010915,17:47:12,17:51:12,101_1,1
WD010915,17:53:28,17:54:08,102_1,2
WD010915,17:55:29,17:56:09,103_1,3
WD010915,17:58:03,17:58:43,104_1,4
WD010915,18:01:08,18:01:48,105_1,5
WD010915,18:03:10,18:03:50,106_1,6
WD010915,18:05:18,18:05:58,107_1,7
WD010915,18:08:39,18:09:19,108_1,8
WD010915,18:10:44,18:11:24,109_1,9
WD010915,18:12:50,18:13:30,110_1,10
WD010915,18:15:48,18:16:28,111_1,11
WD010915,18:18:28,18:19:08,112_1,12
WD010915,18:20:57,18:21:37,113_1,13
WD010915,18:23:55,18:24:35,114_1,14
WD010915,18:27:23,18:28:03,115_1,15
WD010915,18:30:02,18:30:42,116_1,16
WD010915,18:32:08,18:34:50,117_1,17
WD860916,18:32:08,18:34:50,117_1,1
WD860916,18:38:12,18:38:52,116_2,2
WD860916,18:40:48,18:41:28,115_2,3
WD860916,18:42:37,18:43:17,114_2,4
WD860916,18:45:42,18:46:22,113_2,5
WD860916,18:48:06,18:48:46,112_2,6
WD860916,18:50:27,18:51:07,111_2,7
WD860916,18:53:24,18:54:04,110_2,8
WD860916,18:55:37,18:56:17,109_2,9
WD860916,18:57:52,18:58:32,108_2,10
WD860916,19:00:59,19:01:39,107_2,11
WD860916,19:03:06,19:03:46,106_2,12
WD860916,19:05:11,19:05:51,105_2,13
WD860916,19:08:56,19:09:36,104_3,14
WD860916,19:11:50,19:12:30,103_2,15
WD860916,19:13:52,19:14:32,102_2,16
WD860916,19:17:12,19:21:12,101_1,17
WD010917,19:17:12,19:21:12,101_1,1
WD010917,19:23:28,19:24:08,102_1,2
WD010917,19:25:29,19:26:09,103_1,3
WD010917,19:28:03,19:28:43,104_1,4
WD010917,19:31:08,19:31:48,105_1,5
WD010917,19:33:10,19:33:50,106_1,6
WD010917,19:35:18,19:35:58,107_1,7
WD010917,19:38:39,19:39:19,108_1,8
WD010917,19:40:44,19:41:24,109_1,9
WD010917,19:42:50,19:43:30,110_1,10
WD010917,19:45:48,19:46:28,111_1,11
WD010917,19:48:28,19:49:08,112_1,12
WD010917,19:50:57,19:51:37,113_1,13
WD010917,19:53:55,19:54:35,114_1,14
WD010917,19:57:23,19:58:03,115_1,15
WD010917,20:00:02,20:00:42,116_1,16
WD010917,20:02:08,20:02:48,117_1,17
WD241001,07:17:38,07:18:18,217_1,1
WD241001,07:20:29,07:21:09,216_2,2
WD241001,07:22:55,07:23:35,215_2,3
WD241001,07:26:33,07:27:13,214_2,4
WD241001,07:29:27,07:30:07,213_2,5
WD241001,07:31:47,07:32:27,212_2,6
WD241001,07:34:21,07:35:01,211_2,7
WD241001,07:37:09,07:37:49,210_2,8
WD241001,07:40:46,07:41:26,209_2,9
WD241001,07:42:39,07:43:19,208_2,10
WD241001,07:44:50,07:45:30,207_2,11
WD241001,07:47:08,07:47:48,206_2,12
WD241001,07:49:40,07:50:20,205_2,13
WD241001,07:51:46,07:52:26,204_2,14
WD241001,07:53:40,07:54:20,203_2,15
WD241001,07:55:55,07:56:35,202_2,16
WD241001,07:59:07,08:02:37,201_1,17
WD171002,07:59:07,08:02:37,201_1,1
WD171002,08:04:43,08:05:43,202_1,2
WD171002,08:07:18,08:07:58,203_1,3
WD171002,08:09:11,08:09:51,204_1,4
WD171002,08:11:18,08:11:58,205_1,5
WD171002,08:13:48,08:14:28,206_1,6
WD171002,08:16:07,08:16:47,207_1,7
WD171002,08:18:19,08:18:59,208_1,8
WD171002,08:20:12,08:20:52,209_1,9
WD171002,08:23:46,08:24:26,210_1,10
WD171002,08:26:33,08:27:33,211_1,11
WD171002,08:29:27,08:30:07,212_1,12
WD171002,08:31:52,08:32:32,213_1,13
WD171002,08:34:54,08:35:34,214_1,14
WD171002,08:38:20,08:39:00,215_1,15
WD171002,08:40:51,08:41:51,216_1,16
WD171002,08:43:56,08:53:18,217_1,17
WD241003,08:43:56,08:53:18,217_1,1
WD241003,08:55:29,08:56:09,216_2,2
WD241003,08:57:55,08:58:35,215_2,3
WD241003,09:01:33,09:02:13,214_2,4
WD241003,09:04:27,09:05:07,213_2,5
WD241003,09:06:47,09:07:27,212_2,6
WD241003,09:09:21,09:10:01,211_2,7
WD241003,09:12:09,09:12:49,210_2,8
WD241003,09:15:46,09:16:26,209_2,9
WD241003,09:17:39,09:18:19,208_2,10
WD241003,09:19:50,09:20:30,207_2,11
WD241003,09:22:08,09:22:48,206_2,12
WD241003,09:24:40,09:25:20,205_2,13
WD241003,09:26:46,09:27:26,204_2,14
WD241003,09:28:40,09:29:20,203_2,15
WD241003,09:30:55,09:31:35,202_2,16
WD241003,09:34:07,09:37:37,201_1,17
WD171004,09:34:07,09:37:37,201_1,1
WD171004,09:39:43,09:40:43,202_1,2
WD171004,09:42:18,09:42:58,203_1,3
WD171004,09:44:11,09:44:51,204_1,4
WD171004,09:46:18,09:46:58,205_1,5
WD171004,09:48:48,09:49:28,206_1,6
WD171004,09:51:07,09:51:47,207_1,7
WD171004,09:53:19,09:53:59,208_1,8
WD171004,09:55:12,09:55:52,209_1,9
WD171004,09:58:46,09:59:26,210_1,10
WD171004,10:01:33,10:02:33,211_1,11
WD171004,10:04:27,10:05:07,212_1,12
WD171004,10:06:52,10:07:32,213_1,13
WD171004,10:09:54,10:10:34,214_1,14
WD171004,10:13:20,10:14:00,215_1,15
WD171004,10:15:51,10:16:51,216_1,16
WD171004,10:18:56,10:23:18,217_1,17
WD241005,10:18:56,10:23:18,217_1,1
WD241005,10:25:29,10:26:09,216_2,2
WD241005,10:27:55,10:28:35,215_2,3
WD241005,10:31:33,10:32:13,214_2,4
WD241005,10:34:27,10:35:07,213_2,5
WD241005,10:36:47,10:37:27,212_2,6
WD241005,10:39:21,10:40:01,211_2,7
WD241005,10:42:09,10:42:49,210_2,8
WD241005,10:45:46,10:46:26,209_2,9
WD241005,10:47:39,10:48:19,208_2,10
WD241005,10:49:50,10:50:30,207_2,11
WD241005,10:52:08,10:52:48,206_2,12
WD241005,10:54:40,10:55:20,205_2,13
WD241005,10:56:46,10:57:26,204_2,14
WD241005,10:58:40,10:59:20,203_2,15
WD241005,11:00:55,11:01:35,202_2,16
WD241005,11:04:07,11:04:47,201_1,17
WD861101,07:19:10,07:19:50,117_1,1
WD861101,07:22:05,07:22:45,116_2,2
WD861101,07:25:27,07:26:07,115_2,3
WD861101,07:27:37,07:28:17,114_2,4
WD861101,07:30:42,07:31:22,113_2,5
WD861101,07:33:06,07:33:46,112_2,6
WD861101,07:35:27,07:36:07,111_2,7
WD861101,07:38:24,07:39:04,110_2,8
WD861101,07:40:37,07:41:17,109_2,9
WD861101,07:42:52,07:43:32,108_2,10
WD861101,07:45:59,07:46:39,107_2,11
WD861101,07:48:06,07:48:46,106_2,12
WD861101,07:50:11,07:50:51,105_2,13
WD861101,07:53:56,07:54:36,104_3,14
WD861101,07:56:50,07:57:30,103_2,15
WD861101,07:58:52,07:59:32,102_2,16
WD861101,08:02:12,08:04:12,101_1,17
WD011102,08:02:12,08:04:12,101_1,1
WD011102,08:06:28,08:07:08,102_1,2
WD011102,08:08:29,08:09:09,103_1,3
WD011102,08:11:03,08:11:43,104_1,4
WD011102,08:14:08,08:14:48,105_1,5
WD011102,08:16:10,08:16:50,106_1,6
WD011102,08:18:18,08:18:58,107_1,7
WD011102,08:21:39,08:22:19,108_1,8
WD011102,08:23:44,08:24:24,109_1,9
WD011102,08:25:50,08:26:30,110_1,10
WD011102,08:28:48,08:29:28,111_1,11
WD011102,08:31:28,08:32:08,112_1,12
WD011102,08:33:57,08:34:37,113_1,13
WD011102,08:36:55,08:37:35,114_1,14
WD011102,08:39:04,08:39:44,115_1,15
WD011102,08:42:34,08:43:14,116_1,16
WD011102,08:45:08,08:49:50,117_1,17
WD861103,08:45:08,08:49:50,117_1,1
WD861103,08:52:05,08:52:45,116_2,2
WD861103,08:55:27,08:56:07,115_2,3
WD861103,08:57:37,08:58:17,114_2,4
WD861103,09:00:42,09:01:22,113_2,5
WD861103,09:03:06,09:03:46,112_2,6
WD861103,09:05:27,09:06:07,111_2,7
WD861103,09:08:24,09:09:04,110_2,8
WD861103,09:10:37,09:11:17,109_2,9
WD861103,09:12:52,09:13:32,108_2,10
WD861103,09:15:59,09:16:39,107_2,11
WD861103,09:18:06,09:18:46,106_2,12
WD861103,09:20:11,09:20:51,105_2,13
WD861103,09:23:56,09:24:36,104_3,14
WD861103,09:26:50,09:27:30,103_2,15
WD861103,09:28:52,09:29:32,102_2,16
WD861103,09:32:12,09:36:12,101_1,17
WD011104,09:32:12,09:36:12,101_1,1
WD011104,09:38:28,09:39:08,102_1,2
WD011104,09:40:29,09:41:09,103_1,3
WD011104,09:43:03,09:43:43,104_1,4
WD011104,09:46:08,09:46:48,105_1,5
WD011104,09:48:10,09:48:50,106_1,6
WD011104,09:50:18,09:50:58,107_1,7
WD011104,09:53:39,09:54:19,108_1,8
WD011104,09:55:44,09:56:24,109_1,9
WD011104,09:57:50,09:58:30,110_1,10
WD011104,10:00:48,10:01:28,111_1,11
WD011104,10:03:28,10:04:08,112_1,12
WD011104,10:05:57,10:06:37,113_1,13
WD011104,10:08:55,10:09:35,114_1,14
WD011104,10:11:04,10:11:44,115_1,15
WD011104,10:14:34,10:15:14,116_1,16
WD011104,10:17:08,10:19:50,117_1,17
WD861105,10:17:08,10:19:50,117_1,1
WD861105,10:22:05,10:22:45,116_2,2
WD861105,10:25:27,10:26:07,115_2,3
WD861105,10:27:37,10:28:17,114_2,4
WD861105,10:30:42,10:31:22,113_2,5
WD861105,10:33:06,10:33:46,112_2,6
WD861105,10:35:27,10:36:07,111_2,7
WD861105,10:38:24,10:39:04,110_2,8
WD861105,10:40:37,10:41:17,109_2,9
WD861105,10:42:52,10:43:32,108_2,10
WD861105,10:45:59,10:46:39,107_2,11
WD861105,10:48:06,10:48:46,106_2,12
WD861105,10:50:11,10:50:51,105_2,13
WD861105,10:53:56,10:54:36,104_3,14
WD861105,10:56:50,10:57:30,103_2,15
WD861105,10:58:52,10:59:32,102_2,16
WD861105,11:02:12,11:04:12,101_1,17
WD011106,11:02:12,11:04:12,101_1,1
WD011106,11:06:28,11:07:08,102_1,2
WD011106,11:08:29,11:09:09,103_1,3
WD011106,11:11:03,11:11:43,104_1,4
WD011106,11:14:08,11:14:48,105_1,5
WD011106,11:16:10,11:16:50,106_1,6
WD011106,11:18:18,11:18:58,107_1,7
WD011106,11:21:39,11:22:19,108_1,8
WD011106,11:23:44,11:24:24,109_1,9
WD011106,11:25:50,11:26:30,110_1,10
WD011106,11:28:48,11:29:28,111_1,11
WD011106,11:31:28,11:32:08,112_1,12
WD011106,11:33:57,11:34:37,113_1,13
WD011106,11:36:55,11:37:35,114_1,14
WD011106,11:39:04,11:39:44,115_1,15
WD011106,11:42:34,11:43:14,116_1,16
WD011106,11:45:08,11:49:50,117_1,17
WD861107,11:45:08,11:49:50,117_1,1
WD861107,11:52:05,11:52:45,116_2,2
WD861107,11:55:27,11:56:07,115_2,3
WD861107,11:57:37,11:58:17,114_2,4
WD861107,12:00:42,12:01:22,113_2,5
WD861107,12:03:06,12:03:46,112_2,6
WD861107,12:05:27,12:06:07,111_2,7
WD861107,12:08:24,12:09:04,110_2,8
WD861107,12:10:37,12:11:17,109_2,9
WD861107,12:12:52,12:13:32,108_2,10
WD861107,12:15:59,12:16:39,107_2,11
WD861107,12:18:06,12:18:46,106_2,12
WD861107,12:20:11,12:20:51,105_2,13
WD861107,12:23:56,12:24:36,104_3,14
WD861107,12:26:50,12:27:30,103_2,15
WD861107,12:28:52,12:29:32,102_2,16
WD861107,12:32:12,12:34:12,101_1,17
WD011108,12:32:12,12:34:12,101_1,1
WD011108,12:36:28,12:37:08,102_1,2
WD011108,12:38:29,12:39:09,103_1,3
WD011108,12:41:03,12:41:43,104_1,4
WD011108,12:44:08,12:44:48,105_1,5
WD011108,12:46:10,12:46:50,106_1,6
WD011108,12:48:18,12:48:58,107_1,7
WD011108,12:51:39,12:52:19,108_1,8
WD011108,12:53:44,12:54:24,109_1,9
WD011108,12:55:50,12:56:30,110_1,10
WD011108,12:58:48,12:59:28,111_1,11
WD011108,13:01:28,13:02:08,112_1,12
WD011108,13:03:57,13:04:37,113_1,13
WD011108,13:06:55,13:07:35,114_1,14
WD011108,13:09:04,13:09:44,115_1,15
WD011108,13:12:34,13:13:14,116_1,16
WD011108,13:15:08,13:19:50,117_1,17
WD861109,13:15:08,13:19:50,117_1,1
WD861109,13:22:05,13:22:45,116_2,2
WD861109,13:25:27,13:26:07,115_2,3
WD861109,13:27:37,13:28:17,114_2,4
WD861109,13:30:42,13:31:22,113_2,5
WD861109,13:33:06,13:33:46,112_2,6
WD861109,13:35:27,13:36:07,111_2,7
WD861109,13:38:24,13:39:04,110_2,8
WD861109,13:40:37,13:41:17,109_2,9
WD861109,13:42:52,13:43:32,108_2,10
WD861109,13:45:59,13:46:39,107_2,11
WD861109,13:48:06,13:48:46,106_2,12
WD861109,13:50:11,13:50:51,105_2,13
WD861109,13:53:56,13:54:36,104_3,14
WD861109,13:56:50,13:57:30,103_2,15
WD861109,13:58:52,13:59:32,102_2,16
WD861109,14:02:12,14:04:12,101_1,17
WD011110,14:02:12,14:04:12,101_1,1
WD011110,14:06:28,14:07:08,102_1,2
WD011110,14:08:29,14:09:09,103_1,3
WD011110,14:11:03,14:11:43,104_1,4
WD011110,14:14:08,14:14:48,105_1,5
WD011110,14:16:10,14:16:50,106_1,6
WD011110,14:18:18,14:18:58,107_1,7
WD011110,14:21:39,14:22:19,108_1,8
WD011110,14:23:44,14:24:24,109_1,9
WD011110,14:25:50,14:26:30,110_1,10
WD011110,14:28:48,14:29:28,111_1,11
WD011110,14:31:28,14:32:08,112_1,12
WD011110,14:33:57,14:34:37,113_1,13
WD011110,14:36:55,14:37:35,114_1,14
WD011110,14:39:04,14:39:44,115_1,15
WD011110,14:42:34,14:43:14,116_1,16
WD011110,14:45:08,14:49:50,117_1,17
WD861111,14:45:08,14:49:50,117_1,1
WD861111,14:52:05,14:52:45,116_2,2
WD861111,14:55:27,14:56:07,115_2,3
WD861111,14:57:37,14:58:17,114_2,4
WD861111,15:00:42,15:01:22,113_2,5
WD861111,15:03:06,15:03:46,112_2,6
WD861111,15:05:27,15:06:07,111_2,7
WD861111,15:08:24,15:09:04,110_2,8
WD861111,15:10:37,15:11:17,109_2,9
WD861111,15:12:52,15:13:32,108_2,10
WD861111,15:15:59,15:16:39,107_2,11
WD861111,15:18:06,15:18:46,106_2,12
WD861111,15:20:11,15:20:51,105_2,13
WD861111,15:23:56,15:24:36,104_3,14
WD861111,15:26:50,15:27:30,103_2,15
WD861111,15:28:52,15:29:32,102_2,16
WD861111,15:32:12,15:34:12,101_1,17
WD011112,15:32:12,15:34:12,101_1,1
WD011112,15:36:28,15:37:08,102_1,2
WD011112,15:38:29,15:39:09,103_1,3
WD011112,15:41:03,15:41:43,104_1,4
WD011112,15:44:08,15:44:48,105_1,5
WD011112,15:46:10,15:46:50,106_1,6
WD011112,15:48:18,15:48:58,107_1,7
WD011112,15:51:39,15:52:19,108_1,8
WD011112,15:53:44,15:54:24,109_1,9
WD011112,15:55:50,15:56:30,110_1,10
WD011112,15:58:48,15:59:28,111_1,11
WD011112,16:01:28,16:02:08,112_1,12
WD011112,16:03:57,16:04:37,113_1,13
WD011112,16:06:55,16:07:35,114_1,14
WD011112,16:09:04,16:09:44,115_1,15
WD011112,16:12:34,16:13:14,116_1,16
WD011112,16:15:08,16:19:50,117_1,17
WD861113,16:15:08,16:19:50,117_1,1
WD861113,16:22:05,16:22:45,116_2,2
WD861113,16:25:27,16:26:07,115_2,3
WD861113,16:27:37,16:28:17,114_2,4
WD861113,16:30:42,16:31:22,113_2,5
WD861113,16:33:06,16:33:46,112_2,6
WD861113,16:35:27,16:36:07,111_2,7
WD861113,16:38:24,16:39:04,110_2,8
WD861113,16:40:37,16:41:17,109_2,9
WD861113,16:42:52,16:43:32,108_2,10
WD861113,16:45:59,16:46:39,107_2,11
WD861113,16:48:06,16:48:46,106_2,12
WD861113,16:50:11,16:50:51,105_2,13
WD861113,16:53:56,16:54:36,104_3,14
WD861113,16:56:50,16:57:30,103_2,15
WD861113,16:58:52,16:59:32,102_2,16
WD861113,17:02:12,17:04:12,101_1,17
WD011114,17:02:12,17:04:12,101_1,1
WD011114,17:06:28,17:07:08,102_1,2
WD011114,17:08:29,17:09:09,103_1,3
WD011114,17:11:03,17:11:43,104_1,4
WD011114,17:14:08,17:14:48,105_1,5
WD011114,17:16:10,17:16:50,106_1,6
WD011114,17:18:18,17:18:58,107_1,7
WD011114,17:21:39,17:22:19,108_1,8
WD011114,17:23:44,17:24:24,109_1,9
WD011114,17:25:50,17:26:30,110_1,10
WD011114,17:28:48,17:29:28,111_1,11
WD011114,17:31:28,17:32:08,112_1,12
WD011114,17:33:57,17:34:37,113_1,13
WD011114,17:36:55,17:37:35,114_1,14
WD011114,17:39:04,17:39:44,115_1,15
WD011114,17:42:34,17:43:14,116_1,16
WD011114,17:45:08,17:49:50,117_1,17
WD861115,17:45:08,17:49:50,117_1,1
WD861115,17:52:05,17:52:45,116_2,2
WD861115,17:55:27,17:56:07,115_2,3
WD861115,17:57:37,17:58:17,114_2,4
WD861115,18:00:42,18:01:22,113_2,5
WD861115,18:03:06,18:03:46,112_2,6
